#project_accession: PXD005736
#project_title: Proteomic Analysis of Human Cardiac Organoids
#project_description: The mammalian heart undergoes major transitions during postnatal life to acquire the physiological properties of an adult organ. Postnatal life imposes numerous adaptations including electrophysiological, structural and metabolic maturation of cardiomyocytes1, which occur coincident with loss of proliferative capacity and regenerative potential2,3. The discovery of key upstream drivers of cardiomyocyte maturation and cell cycle arrest remains one of the most important unanswered questions in cardiac biology. Discovery of these drivers would facilitate current attempts to promote cardiomyocyte maturation in vitro for drug discovery and to de-differentiate adult cardiomyocytes in vivo for regenerative medicine.   A recent study has suggested that the shift from a low oxygen environment in utero towards a high oxygen environment after birth acts as a key trigger for cardiomyocyte cell cycle exit4. Moreover, it was recently demonstrated that proliferative adult cardiomyocytes reside in a hypoxic niche5 and that exposure of adult mice to gradual hypoxemia is sufficient to drive cell cycle re-entry and regeneration following infarction6. However, it is currently unclear whether postnatal changes in oxygen tension or the associated shifts in cardiomyocyte metabolism are sufficient to promote maturation and cell cycle arrest as human pluripotent stem cell (hPSC)-derived cardiomyocytes fail to mature when cultured at 21% oxygen7,8.   There are considerable changes in metabolic substrate provision during early postnatal life. The mammalian heart relies on high concentrations of carbohydrates and the presence of insulin in utero but later switches to fatty acid dominated substrates present in milk and low insulin levels post-birth9. In order to adapt to these changes in substrates, cardiomyocytes upregulate the genes required for fatty acid oxidation after birth10. The importance of these metabolic adaptations for cardiomyocyte maturation has been difficult to study because genetic disruption of fatty acid oxidation components in vivo can have a broad range of negative health impacts11. Therefore, there is a need to develop alternative approaches for studying the impact of cardiomyocyte metabolism on the maturation process.   hPSCs are now widely used for the generation of defined human somatic cell types, including cardiomyocytes. These cardiomyocytes have now been used extensively for developmental studies, drug screening, disease modeling, and heart repair. However, lack of maturity and inappropriate responses to pharmacological agents have been identified as limitations in 2D or embryoid body based differentiation strategies12. To improve maturity of hPSC-derived cardiomyocytes, long-term culture can be used13, although long-term cultures may not be amenable to high-throughput screening applications and adult-like maturity is still not achieved14. In an effort to better simulate heart muscle structure and function, cardiac tissue engineering to form 3D engineered heart tissue has been used15-19. However, despite these recent advances in human cardiac tissue engineering, cardiac tissues derived from hPSC still lack many features of fully mature adult heart tissue20. Moreover, engineered heart tissue fabrication, culture, mechanical loading and pacing protocols, and analysis methods using organ baths are costly, labor intensive, and the multiple handling steps induce variability.  In order to facilitate higher-throughput experiments, platforms for engineered heart tissue production have been miniaturized, however, screening experiments using semi-automated force of contraction analyses have only been published in 24-well plate formats21. Therefore, we developed a novel 96-well device, the heart dynamometer (Heart-Dyno), for high-throughput functional screening of human cardiac organoids (hCOs) to facilitate screening on a larger scale. The Heart-Dyno is designed to facilitate automated formation of dense muscle bundles from minimal cells and reagents while also facilitating culture and automated force of contraction analysis without any tissue handling.    Using the Heart-Dyno, we define serum-free 3D culture conditions that promote structural, electrophysiological, metabolic and proliferative maturation of hPSC-derived cardiac organoids. Furthermore, we uncover a metabolic mechanism governing cardiomyocyte cell cycle arrest through repression of a β-catenin and YAP1 dependent signalling.
#quantms_version: 1.1
#factor_value: organism part
#INFO=<ID=protein, Number=inf, Type=String, Description="Protein Accession">
#INFO=<ID=sample_accession, Number=1, Type=String, Description="Sample Accession in the SDRF">
#INFO=<ID=condition, Number=1, Type=String, Description="Value of the factor value">
#INFO=<ID=ibaq, Number=1, Type=Float, Description="Intensity based absolute quantification">
#INFO=<ID=ribaq, Number=1, Type=Float, Description="relative iBAQ">
protein	sample_accession	condition	ibaq	ribaq
Q9UH65	PXD005736-Sample-1	heart	26768748.736842107	4.855818719333509
Q9BQA9	PXD005736-Sample-1	heart	26764848.125	4.855755431443236
Q9Y2Y0	PXD005736-Sample-1	heart	26736341.875	4.855292633952328
Q9BYN0	PXD005736-Sample-1	heart	26715238.166666668	4.8549496983629234
Q969M7	PXD005736-Sample-1	heart	26704862.5	4.854780994269152
Q5T1M5	PXD005736-Sample-1	heart	26703857.0	4.854764641766951
Q92882	PXD005736-Sample-1	heart	26683473.730769232	4.854433014706409
P04217	PXD005736-Sample-1	heart	26663019.2	4.854099973496377
Q10472	PXD005736-Sample-1	heart	26618192.67857143	4.853369212509297
P26358	PXD005736-Sample-1	heart	26603314.49350649	4.853126396618275
Q2M389	PXD005736-Sample-1	heart	26599509.2	4.853064271420401
O75976	PXD005736-Sample-1	heart	26598867.635211267	4.853053796362171
Q96EK4	PXD005736-Sample-1	heart	26576065.625	4.85268133561005
Q8WUA7	PXD005736-Sample-1	heart	26570244.666666668	4.852586201626909
O75312	PXD005736-Sample-1	heart	26546628.854166668	4.8522000261218245
Q9HAU5	PXD005736-Sample-1	heart	26503869.03333333	4.851499924935366
Q8TCE6	PXD005736-Sample-1	heart	26494966.315789472	4.851354019799371
Q7Z3J2	PXD005736-Sample-1	heart	26479601.08653846	4.851102086285187
CONTAMINANT_Q2KIG3	PXD005736-Sample-1	heart	26425847.03703704	4.850219564883715
Q4KMQ2	PXD005736-Sample-1	heart	26420739.36585366	4.850135614961186
P30039	PXD005736-Sample-1	heart	26416635.21875	4.850068147246992
Q03060	PXD005736-Sample-1	heart	26400633.0	4.849804988028487
Q9BZG1	PXD005736-Sample-1	heart	26394130.88235294	4.849698014017377
Q14746	PXD005736-Sample-1	heart	26351243.848837208	4.848991767973979
Q9GZN8	PXD005736-Sample-1	heart	26331318.888888888	4.84866326077461
Q9NRN5	PXD005736-Sample-1	heart	26321039.97368421	4.848493692827171
Q8WXD5	PXD005736-Sample-1	heart	26313431.666666668	4.84836813838825
Q8WUX9	PXD005736-Sample-1	heart	26305516.304347824	4.848237478299601
Q13952	PXD005736-Sample-1	heart	26304058.14285714	4.848213403917858
CONTAMINANT_P01030	PXD005736-Sample-1	heart	26281241.904494382	4.847836531786991
O75879	PXD005736-Sample-1	heart	26239249.36206897	4.847142054911287
P55287	PXD005736-Sample-1	heart	26235508.457142856	4.847080133544252
Q01955	PXD005736-Sample-1	heart	26115384.471428573	4.845087072001977
Q9NP66	PXD005736-Sample-1	heart	26099821.923076924	4.844828192279371
Q9UKZ1	PXD005736-Sample-1	heart	26084147.93636364	4.844567302731794
P98170	PXD005736-Sample-1	heart	26082153.43548387	4.844534093525702
Q8TE77	PXD005736-Sample-1	heart	26078353.879310343	4.844470822427788
Q96K37	PXD005736-Sample-1	heart	26025354.6	4.843587303647281
Q9Y394	PXD005736-Sample-1	heart	25865278.47058824	4.840907806554879
P10746	PXD005736-Sample-1	heart	25850355.166666668	4.840657162474202
Q9H4A6	PXD005736-Sample-1	heart	25819781.666666668	4.840143213616861
Q27J81	PXD005736-Sample-1	heart	25800890.519230768	4.839825344007378
Q14232	PXD005736-Sample-1	heart	25799880.25	4.839808338278756
Q9HBH1	PXD005736-Sample-1	heart	25769429.153846152	4.839295446222707
Q9BQ70	PXD005736-Sample-1	heart	25737493.69230769	4.838756901276356
Q7LBC6	PXD005736-Sample-1	heart	25736009.85714286	4.838731862319227
Q5PRF9	PXD005736-Sample-1	heart	25707211.5	4.838245618706499
Q8N3F8	PXD005736-Sample-1	heart	25701493.256097563	4.8381490046488205
Q16512	PXD005736-Sample-1	heart	25633535.897435896	4.83699916511046
Q5TA45	PXD005736-Sample-1	heart	25632805.0	4.8369867817525805
P48426	PXD005736-Sample-1	heart	25623575.72777778	4.836830382803434
Q96IF1	PXD005736-Sample-1	heart	25611961.07142857	4.836633481138567
Q96LJ7	PXD005736-Sample-1	heart	25608827.966666665	4.836580350753949
O14893	PXD005736-Sample-1	heart	25599668.75	4.836424993828659
P54922	PXD005736-Sample-1	heart	25588074.541176468	4.836228255286327
O60934	PXD005736-Sample-1	heart	25573234.605	4.835976310890003
Q9Y6X9	PXD005736-Sample-1	heart	25566719.60784314	4.835865656612982
Q9H4G0	PXD005736-Sample-1	heart	25564932.48888889	4.835835298278416
Q14393	PXD005736-Sample-1	heart	25564373.55882353	4.83582580312732
Q6PD62	PXD005736-Sample-1	heart	25563787.607017543	4.835815848705717
P0DPB6	PXD005736-Sample-1	heart	25494172.85714286	4.8346315741992845
Q32NB8	PXD005736-Sample-1	heart	25461263.181818184	4.834070594115783
Q9BRR6	PXD005736-Sample-1	heart	25456711.88235294	4.833992955354775
Q9GZV5	PXD005736-Sample-1	heart	25451663.07692308	4.83390681360119
O15091	PXD005736-Sample-1	heart	25441468.848484848	4.833732829527124
Q08722	PXD005736-Sample-1	heart	25411798.5	4.833226051073854
O95155	PXD005736-Sample-1	heart	25409807.16015625	4.8331920172059775
Q6YHK3	PXD005736-Sample-1	heart	25382996.524590164	4.832733538393257
Q00403	PXD005736-Sample-1	heart	25379612.916666668	4.8326756421476365
Q9NPF5	PXD005736-Sample-1	heart	25371527.62	4.832537264971499
Q02930	PXD005736-Sample-1	heart	25346453.529411763	4.83210784961144
Q3ZAQ7	PXD005736-Sample-1	heart	25326355.0	4.831763338180992
P05997	PXD005736-Sample-1	heart	25297805.234375	4.831273492742464
Q6ZVF9	PXD005736-Sample-1	heart	25293027.94736842	4.8311914719785785
Q709C8	PXD005736-Sample-1	heart	25255220.676041663	4.830541815746287
Q53EU6	PXD005736-Sample-1	heart	25226205.272727277	4.8300425734725
Q6IN85	PXD005736-Sample-1	heart	25194168.25	4.829490673393726
Q9P0P8	PXD005736-Sample-1	heart	25191165.08333333	4.829438902029846
Q9NP98	PXD005736-Sample-1	heart	25167965.769230768	4.82903876268507
Q14012	PXD005736-Sample-1	heart	25153229.33333333	4.828784398576146
Q5T4F7	PXD005736-Sample-1	heart	25148077.666666668	4.828695441030221
Q9BUP3	PXD005736-Sample-1	heart	25146226.5625	4.828663472228278
O95396	PXD005736-Sample-1	heart	25144474.02	4.828633203429931
O95551	PXD005736-Sample-1	heart	25136026.3125	4.828487270403718
Q8WV74	PXD005736-Sample-1	heart	25125118.272727277	4.828298762895775
Q9H9C1	PXD005736-Sample-1	heart	25123014.37037037	4.828262394850376
O95619	PXD005736-Sample-1	heart	25116726.785714287	4.828153689539717
Q8N111	PXD005736-Sample-1	heart	25111515.0	4.828063562961352
Q86WB0	PXD005736-Sample-1	heart	25108619.14814815	4.8280134773730765
Q9H1I8	PXD005736-Sample-1	heart	25061133.125	4.827191351568388
P09668	PXD005736-Sample-1	heart	25030595.92857143	4.8266618375030825
P55809	PXD005736-Sample-1	heart	24928508.705769237	4.824886946637068
Q96T76	PXD005736-Sample-1	heart	24917634.70588235	4.8246974628415815
